Name	SRR847690	SRR847691	SRR847692	SRR847693	SRR847694	SRR847695	SRR847696	SRR847697	SRR847698	SRR847699	SRR847700	SRR847701
Tmem2	6.5738	6.2973	6.2964	6.6682	6.6706	6.4641	6.7053	6.7892	7.6742	6.2729	5.9664	6.7954
Exosc1	3.7844	4.6342	4.3891	4.6818	4.469	4.5983	3.2885	3.9959	3.5221	4.7873	4.5945	3.794
Pdcd2l	3.5378	3.1807	2.9319	3.8526	3.1366	3.6515	4.102	3.9866	3.5628	3.5796	3.9986	3.6236
Polr3gl	0	0.8793	1.1412	1.1633	1.4579	0	1.6803	0.1885	0.2894	1.586	1.2253	1.21
Kctd13	0	0	0.1412	0	0.1538	0.5109	1.957	0	0.1848	0	0	0
Zglp1	0	0	0.1412	0.008	0	0.4817	0	1.1069	0.2894	2.1418	0	0
Nod2	0	0	0	0	0	0	0	2	0	0.586	0	0
Cdk10	3.2854	1.6148	2.558	2.7578	2.6397	2.0958	2.189	2.7345	1.8599	1.586	2.8928	0.9797
Diap1	4.4431	4.9824	4.0935	3.4502	4.1268	3.9425	4.3644	4.6893	5.0261	4.9652	4.0326	5.4338
Rnf41	5.1691	5.3062	5.4906	4.3252	4.6939	4.9478	4.8758	4.2802	4.8218	4.9551	5.4926	5.1189
Map1lc3a	0	0.8428	0.1412	0	0	0.5109	1.2095	1.7735	0	0	0.6403	0.9231
Ccdc157	2.1684	0	2.5094	1.7482	2.1829	0	2.0288	3.1107	1.2894	1.171	0	1.5081
Spsb4	1.7872	2.6867	1.8767	3.4852	2.7679	2.0958	3.189	1.7735	1.2894	2.586	2.8278	1.5081
Gm10416	4.2466	4.9895	5.0724	5.5106	5.1221	5.6736	4.7887	4.1885	4.2894	5.2328	5.2714	5.4805
Ankrd49	6.4019	6.249	5.8636	5.5875	5.9024	6.0958	5.1635	5.8164	5.537	5.3674	5.375	5.7957
Nomo1	4.4743	4.5736	4.2194	3.7327	3.8677	3.6695	4.4094	4.0534	4.0802	4.1638	4.078	4.2108
Il17rc	0	1.9973	0	0	0	0	0	0	0.2894	0	0	0
Thsd1	1.3721	0.8793	1.1412	0	3.5048	0	0.9666	1.1885	1.8744	0	0.6403	0.755
Zfp799	4.5514	4.6229	4.1803	4.33	4.9903	4.411	5.163	5.092	5.0968	4.8358	5.1909	4.5087
Igf2bp2	3.909	4.5214	3.8394	4.5535	4.0801	4.6808	4.4653	4.9044	4.8048	2.9079	3.6376	3.7274
Rpl23a	5.2344	5.062	5.2146	5.3716	5.7205	5.5757	6.0977	5.8222	5.5877	5.8393	5.7743	4.9486
Wbp2nl	0	0.8793	1.1412	0.1633	0	2.5109	1.3817	0.1885	2.4465	0	1.2253	0.9231
Ubap2l	6.2811	6.1721	5.8127	5.5401	6.1089	5.7739	4.892	5.8056	5.5723	6.0737	6.0287	6.8328
Fam73b	3.6873	3.9088	3.5715	4.6227	3.7052	3.3182	3.3152	2.5104	3.346	3.7472	3.758	3.5831
6430550D23Rik	0	0	0	0	0	0.5109	0	1.9959	0	1.171	0	0
2900062L11Rik	4.5945	3.7862	2.9485	3.9706	4.1829	3.6808	4.6296	4.4364	3.9899	4.2299	4.8498	4.2451
Josd2	0	0	0	0.9889	1.0067	0	0	0	0	0	1.2253	0
Hps1	1.3721	0	1.1412	0.1633	2.1684	0	1.7434	0.1594	2.6056	1.3793	2.8102	0
Gm10480	5.1957	5.4354	5.6198	5.1011	5.3476	4.9094	5.9717	6.1009	6.1733	4.626	5.0948	4.7989
Hdac8	0	0	0	0	0	0	0	1.7345	0.2603	0	1.6185	0
Sdha	5.9942	5.605	5.6829	5.7102	5.1742	4.4033	4.9435	5.3224	5.4453	5.5252	5.3888	5.671
Mxd3	2.1735	3.5852	2.2242	3.5175	0.2477	2.2235	2.5863	3.4076	0.5093	3.0792	2.5341	0.9417
Tbcd	3.5819	4.3367	4.1067	4.1771	3.6278	5.1759	5.045	4.4939	3.9318	5.1317	4.7941	4.0937
Napepld	3.2466	4.2716	3.1412	3.8637	3.7679	4.3649	4.1307	4.4835	4.039	3.7398	3.9331	3.5739
Ccdc106	2.1433	1.8793	2.7116	0.1633	2.0665	2.5109	1.8119	1.7687	2.6456	3.3107	2.8529	0
C330006K01Rik	0.7207	1.4643	0.1412	1.1193	0.124	1.4817	0.3817	0	0.2894	1.586	1.2253	1.5081
Tmem41b	6.4753	6.2096	6.2178	6.2857	6.397	6.3139	5.3177	5.7804	5.8114	5.7751	5.7974	5.7824
Nipa2	5.1357	5.3592	5.3302	4.2213	5.0327	4.578	4.9948	4.7561	5.0008	5.1981	5.2444	5.286
Vsig10	3.949	3.1837	3.4617	3.8414	4.4278	4.3182	3.904	1.7735	4.3658	3.9079	3.3408	3.5081
Map6d1	0	0	0	0.3396	0	0	1.7036	0	0.2894	0	0	1.9588
Lmf1	0	1.8793	1.1412	2.1561	1.3464	1.5109	1.5707	1.1885	1.2606	0.586	2.2253	0.9231
Wdr46	3.3536	2.8242	2.7261	3.5801	2.0693	2.5217	2.3525	1.7735	2.7851	2.2663	3.2155	3.2623
Mrps27	6.2914	6.0193	5.9199	5.6868	5.2316	6.3716	5.5685	5.506	6.2786	5.5459	5.0615	5.6308
Jmjd8	3.5331	4.1503	3.3021	2.8798	0.8731	5.7645	4.0386	3.5246	5.3338	4.3817	4.6115	0
Mrpl48-ps	4.5286	3.4351	4.1412	5.1039	4.5752	4.4178	4.162	3.3584	4.0854	4.2007	4.7819	3.6876
Frs2	4.5664	5.1662	5.1856	4.2507	4.5642	4.1114	4.2953	4.9418	4.3769	4.3441	5.1322	4.4467
Tmco7	3.6873	4.2716	4.8209	4.4112	3.0587	3.3182	4.1294	3.8114	3.9866	4.3632	4.5399	3.7811
Gm7226	5.4293	4.7358	4.7845	5.4101	4.6417	5.4163	4.2366	4.646	5.3769	4.1096	4.3408	4.5081
Dynll2	3.5945	3.8667	4.0481	3.7482	4.4308	3.5109	2.7195	2.5104	4.2894	2.7559	3.3374	4.3168
Chic1	5.3703	5.2716	5.2705	5.8357	5.855	6.2113	5.9228	5.9429	5.9333	5.5283	5.9973	5.5355
Slc12a4	4.2681	3.873	4.1267	4.2354	4.0927	3.9637	4.4032	4.3995	5.4541	4.2516	3.9279	5.1275
Mbtps2	6.2112	6.017	5.9019	5.9415	5.7155	5.3654	5.7761	6.0923	6.0708	5.227	5.4209	5.4939
Zfyve28	3.2281	3.0492	2.4631	2.5611	3.1775	3.5055	3.7836	2.8138	1.2894	2.8094	1.2253	2.7181
Sin3a	7.2022	7.1236	6.8341	6.6186	6.721	7.1647	6.3558	6.3411	7.0764	6.1232	6.3753	6.6739
St8sia1	4.7872	4.7862	3.5967	4.5556	4.5048	4.4178	4.9005	4.276	4.3769	3.0454	4.2144	3.9231
Rpl28	3.6412	2.9479	4.2396	2.8048	3.5808	3.2995	2.0932	3.937	3.1451	2.6476	3.7523	2.4417
Timm22	4.6261	5.2113	5.4079	4.6221	4.8789	4.5683	5.2089	4.3309	3.7184	5.3302	5.523	4.7499
Csnk1g2	5.2544	5.0814	5.6553	5.1124	5.846	5.7133	5.9952	5.3211	5.0384	5.9287	6.5204	5.529
Gm7556	4.7831	3.9668	4.5321	4.9107	4.5752	4.5983	5.1485	5.1399	4.9804	4.0932	3.2253	4.7217
2700099C18Rik	4.1091	4.0604	3.9972	2.9265	3.5489	3.9371	4.2156	4.0672	5.0844	3.2206	2.7397	4.2196
Fsd1l	1.032	1.4643	0	1.7482	0.3592	0	2.7036	0	0.855	0.7495	1.2253	2.5081
Sgcb	3.5945	3.3387	1.7261	2.1633	0.9985	3.5109	2.9214	1.7735	3.8744	2.586	2.9093	3.7305
Cdc25a	4.4304	4.4264	3.9659	3.5138	3.7152	3.6076	4.0657	3.4942	3.4497	4.2738	3.9272	4.342
ORF19	3.2267	3.7862	1.1267	1.1488	3.4946	1.5109	2.6372	2.5104	1.8744	3.8979	2.2253	2.5645
Triml1	4.9434	5.4066	5.2697	5.2017	5.6391	5.473	5.8098	5.9431	5.8519	5.347	5.3265	5.3298
Ptprcap	1.8437	0	0.1412	0.1633	0	0	0	0	0	0	0	0
Vps18	3.8746	3.7862	4.6647	4.9706	4.348	3.3182	3.7036	2.9834	3.7489	4.2853	3.8102	2.2451
Eml1	0	0	0.1412	0	0.1829	0	0.3525	1.7735	0	0.1806	0	0
Pip5k1b	0	0	0.1412	0	0	0	0.3525	1.7735	0	0	0	0
Jak3	1.2828	0	0.0519	0.3008	1.7679	1.2507	1.7958	0.6527	0	0.7814	0	1.9086
Rnf126	0	2.1478	0	0.1633	0	0	0.9666	0.1885	0.2894	0.586	1.7244	0
Stox1	0.7872	1.0556	0.1412	0.1633	0.861	1.5109	0.9666	0.1885	2.2894	0	0	0
Leo1	5.2364	5.2323	4.5314	5.4627	4.8221	5.1338	4.1797	4.0954	4.7423	4.6735	4.9011	4.9508
Bcat1	7.9822	8.2893	8.3328	8.4221	8.5103	8.3818	7.6141	7.5721	7.4359	7.9837	8.4279	7.7005
Cxxc5	4.5758	4.2716	4.6006	4.9706	5.0409	5.4178	4.9964	4.8301	4.8205	4.1064	4.5472	4.7811
Gm14303	7.4699	6.7862	6.8491	7.0558	7.1227	7.3541	6.4158	6.6923	6.7149	6.3867	5.9231	6.8144
Slc24a5	0.8945	0.1955	0.2796	0.0962	0	0	1.8419	1.5083	0	0	0.0253	1.986
Slc7a11	3.694	3.5798	2.0287	4.1633	4.1829	0.7035	3.0821	2.9959	1.2441	4.4929	2.2057	1.2271
Kin	2.6372	3.2056	3.1264	3.4852	3.1259	2.8328	2.189	2.5104	2.2894	3.8133	3.7346	2.5081
Gm5039	0	1.4643	0	0.1633	0	0	0.3817	1.1885	1.8744	0	1.9622	0.9231
Ankrd40	4.1795	3.7833	3.9485	3.3332	4.0859	4.5983	3.8989	4.569	3.4578	4.4425	4.9612	4.4875
Tufm	5.2972	4.9514	5.3688	5.1896	4.7631	4.752	4.6982	4.5032	4.44	4.4395	4.7201	4.4779
Psd3	0.7872	0.8793	2.1412	2.4852	2.5048	0.5109	2.189	1.1885	1.8744	1.9022	1.6403	2.2451
Gm1661	12.3608	12.8472	13.3212	13.2377	13.1247	12.752	13.935	13.6582	12.9154	13.442	13.7827	13.0649
Mrto4	4.317	4.6045	4.4486	4.548	4.1702	4.7466	4.9594	4.5719	4.1779	5.0415	5.54	4.7676
Evc	2.5673	3.1764	3.2471	3.5947	3.1518	3.3182	3.0563	3.2827	1.8744	3.3577	4.2673	3.3439
Poldip2	6.8039	6.8372	7.0353	6.9052	6.923	6.8278	6.275	6.0072	6.4163	6.527	6.4495	6.312
Ncan	0	0	2.1412	0.1633	0	0	0.9666	0.1885	0.2894	0.5421	0.6403	2.2451
Gm7727	2.9523	3.7293	3.1412	3.4852	3.5903	2.3827	3.1535	4.1885	3.4594	4.1077	3.4477	4.2451
Zyg11b	5.7872	5.9862	5.8961	5.8637	6.0406	6.0344	6.7033	6.4641	6.4793	5.9259	6.1322	5.567
9330129D05Rik	3.2413	2.8972	3.7237	4.1696	3.574	4.0958	3.55	3.5104	3.6041	2.5806	2.4736	3.2321
Lipt1	3.3721	4.4029	3.3111	4.6227	4.2704	3.9703	3.6296	4.8324	4.6012	4.5402	3.6403	3.5081
Sfxn5	0	1.6617	3.3111	0.1633	0	2.8328	2.189	1.6532	1.2894	1.586	0.1863	1.9231
Zbtb38	7.1	6.5517	6.6487	7.2507	7.3611	7.6653	7.0244	7.3957	7.5837	6.6053	6.2832	6.7433
Aifm3	0	0	0	0	0	0	0	0	1.9765	0.6287	0	0
Lmo2	1.9762	0	0	1.1633	0	0.5109	0	0	0	0	0	0
Gorab	4.0835	4.2647	4.1321	4.4787	4.4232	4.9484	4.651	4.875	4.9293	4.6735	5.0829	3.9303
Phf10	3.796	4.9016	4.7811	4.8518	4.6997	5.1313	4.5923	5.1599	5.7014	3.9762	4.8129	5.2263
Taf5	5.0835	5.7431	5.8028	5.4946	5.7146	5.8451	6.2629	6.0913	6.2499	6.0057	5.8336	5.1967
Snord70	1.5912	0.7824	0.7452	0	0.3204	1.0667	1.2527	0	0.346	0.7814	0.3628	0
Pbrm1	6.6068	6.8356	6.5681	7.2708	6.8387	7.3573	7.5115	7.1496	7.3233	7.2315	7.434	7.2629
5430437P03Rik	3.5074	3.4858	4.07	4.0272	3.88	3.0958	3.6187	2.5104	2.9607	3.292	4.0997	2.2451
Ap2s1	4.4258	4.7283	3.9247	4.4794	4.3408	4.5847	3.4632	3.3552	4.2876	4.1577	3.7252	4.0089
Gm11868	4.9762	5.0278	5.0982	4.6539	4.7065	4.5983	5.2425	6.0191	5.813	5.0779	5.0839	5.1858
Scrib	3.3122	2.6266	3.3318	3.2077	3.7546	3.0789	3.3461	2.8114	3.6243	4.0958	3.4394	3.7075
Nab2	4.6712	3.5891	3.8997	3.9593	3.6344	3.3182	3.9052	3.7356	3.5645	2.8811	3.3408	3.9664
Urb2	6.6389	6.7445	6.5235	6.7348	6.8399	6.1256	6.3116	5.7465	5.8774	6.5952	6.6229	6.5075
Rab20	0	0	0	0	0	0	0.3817	1.5891	0	0	0	0
Wwox	1.7872	2.7132	0.1412	1.1633	2.7679	2.0958	1.3817	0	1.2894	1.8156	2.6349	0.0072
Bcs1l	2.6311	1.9153	3.2836	4.2991	2.9903	2.5109	2.6744	3.1667	2.6114	3.3934	2.6403	3.7222
Laptm4a	4.3673	4.5798	4.9009	4.6088	4.9887	4.583	5.3431	5.2811	5.1939	4.5327	4.5365	4.6141
Haus1	2.6392	3.0346	1.7116	2.4736	3.5249	3.3569	3.3654	2.0799	3.0543	3.3558	2.429	2.2218
Crtc2	0.6669	0	0.1412	0	1.1829	0.5109	0	0.1885	0	0.8729	0	1.905
Gm6223	5.8446	5.0794	5.2597	5.3669	5.1371	5.1996	4.7336	4.4364	5.0443	4.8237	4.668	4.7811
Pla1a	0.7799	0.8793	0	0.1633	0	0	0	1.7541	1.8744	0	0	0.8339
Gmnn	4.5617	4.0266	4.4384	3.909	4.1519	3.6336	3.8917	4.2037	3.4449	3.9638	3.7116	3.3826
LOC100502832	5.0726	4.9668	5.8961	6.1175	5.8833	5.9032	6.0682	6.2109	5.5749	5.5633	5.6176	6.0106
Srcin1	0	1.4643	0	0	0	0	2.1429	0	1.2894	0.586	0	0
Trappc1	3.2319	4.1181	3.6354	3.9446	3.7313	3.7963	2.4776	3.4117	3.1294	2.9961	3.8776	3.4555
Prmt10	4.5248	4.037	3.7068	3.8637	4.2653	3.6627	4.6264	3.7699	4.92	3.2505	3.2253	3.8262
Snord55	2.9919	2.2213	2.2852	2.8084	2.4032	2.6776	2.9411	2.7979	1.516	3.2348	3.5239	2.7055
Map3k3	5.5551	6.0014	5.2576	4.7482	5.4308	4.6695	5.2557	4.9246	4.8348	5.2165	5.4948	5.5719
4930539E08Rik	0	1.0168	1.112	0.1633	0	0	0.3817	0.1885	0	0	0.6185	0
Zfp383	4.662	4.4804	4.3891	4.418	5.0898	4.9703	4.4195	3.5933	3.554	4.586	4.3769	4.253
Fpgs	1.7872	3.5664	4.1297	3.2776	3.7522	3.3182	3.0686	3.71	3.7217	4.027	4.3833	3.0376
Vps45	3.5935	3.8032	3.6137	4.838	4.1757	3.9611	3.9077	4.5828	3.9743	3.6624	3.6447	3.6247
Pptc7	4.4287	4.6326	4.7249	5.1972	5.2687	5.091	5.4215	5.1881	5.1409	4.7719	4.7576	4.3086
Elp4	3.5945	4.5081	3.8327	4.6755	4.1482	4.2113	4.7101	4.576	4.6135	4.1046	3.7218	4.818
Pdf	4.431	4.1446	3.3111	3.3171	4.2256	4.5109	4.0821	2.7735	3.2894	4.439	4.8498	4.5618
Llgl1	3.8548	4.6235	4.9922	4.7222	4.6416	4.4043	4.9931	5.6415	4.7996	4.4355	4.8432	5.1974
Btbd10	4.7917	5.0731	4.5287	3.6345	4.3285	4.4669	4.319	4.8389	3.9877	4.1	4.3318	4.5127
E330009J07Rik	3.8831	4.0396	4.0481	4.1874	3.5048	4.037	3.2625	2.9959	3.7489	3.5605	4.0319	3.715
Gdi1	4.4697	3.7273	3.9361	3.8858	3.6239	4.1912	4.5367	4.8133	4.7463	4.0096	3.9723	3.8194
Mgat3	3.5945	3.8793	3.4631	3.8637	2.5048	4.5109	4.1365	4.889	3.8744	3.2865	2.9622	3.2407
Ctnnd1	8.9414	9.2572	9.0039	9.456	9.4487	9.411	8.2739	8.5208	8.4449	8.9894	8.8355	8.8243
Dnajc14	5.4914	5.4568	5.1555	5.1461	4.2833	4.7773	4.6182	4.5728	4.9501	4.367	4.9649	5.2463
Supt3h	1.3721	0.3852	0	1.724	1.0704	0.5109	0	2.4304	1.2894	2.9079	0	0.5647
Pnpla8	5.6683	5.8298	5.4225	5.6194	5.8256	6.3249	6.0889	6.3921	6.402	5.8013	5.3912	5.9678
Cideb	2.5883	3.288	1.3647	2.741	0.1829	2.3548	1.6404	1.7735	2.2002	2.9422	2.2253	2.2451
Eif2b3	5.9243	6.1487	5.5681	5.7742	5.8448	5.7926	5.4395	5.1919	5.5712	4.8993	5.7848	4.9948
Xpo5	6.5857	6.8867	6.846	6.3356	6.9202	6.815	5.7912	6.1114	6.4539	6.2972	6.3066	6.7092
Cep350	4.5254	5.3252	4.8349	5.3304	4.5675	5.3689	5.8041	5.4135	5.4286	5.3156	5.5947	5.5808
Gm6382	5.1291	5.7373	5.3506	5.5535	5.7879	5.6808	6.1753	5.9313	6.0708	5.729	6.2634	5.6236
Tcf7l1	0	0.8192	1.1412	0.1633	0	0.5109	0	0	1.8744	0	0	0
Iffo2	3.5945	4.3972	3.8383	3.478	3.6423	4.4101	3.0186	3.3917	3.4594	4.2229	4.3457	4.0931
Tbl1x	5.3271	5.7368	5.408	4.4546	5.2382	4.819	5.2912	5.4497	5.736	5.5118	5.3979	5.806
Dnm2	4.9053	4.9506	5.4486	4.6109	5.1784	5.4637	4.5375	4.356	4.4513	4.5987	4.5351	4.8296
AU018091	6.6441	6.7337	6.2062	6.9696	6.8499	6.9119	6.2031	5.8309	6.8258	5.8096	5.4651	6.3496
Ncoa6	5.1127	5.1054	3.8416	4.8019	4.6284	4.7619	4.5023	3.9897	5.4525	4.2814	3.1635	4.6554
Magi3	5.3405	5.6184	5.2696	5.4776	5.5625	5.6248	5.8291	6.092	6.2667	5.8119	5.6153	6.1927
Zfand6	6.2139	5.9026	6.498	6.7245	6.6725	6.6154	6.8554	7.1162	6.6022	6.5092	6.4081	6.2824
Hsf2	5.4281	5.1584	5.5614	4.7915	5.8073	5.2567	6.3034	5.8632	5.9399	5.5439	5.8337	5.3227
Actr5	2.4876	3.1722	3.7792	3.4082	2.6371	2.8007	3.4801	2.5219	1.4785	3.1071	3.7218	3.4354
Slc39a8	0	0	2.1412	0	0.1829	0	0	0	0.2455	1.9079	0	0.9231
Ncs1	0	0	2.1412	0	0.1829	0	0	1.1885	0	1.171	0	0
Soat1	4.9571	4.4642	5.0345	4.1696	4.7381	4.5837	4.8292	5.5619	6.0219	5.4957	4.9448	5.7387
Ppme1	3.0771	1.8793	1.1412	2.3073	2.1757	1.5109	2.6759	3.5133	1.8648	2.7559	2.298	1.9013
Tmem214	3.5945	3.2411	4.0481	4.1633	3.5063	3.8783	4.0249	3.6466	3.2894	4.7443	4.2685	3.8271
Dolk	2.1091	1.8793	1.1412	1.7482	2.5048	2.8328	1.7036	1.1885	2.2894	1.586	0.6403	1.5081
Gm7108	4.3107	4.2703	4.7261	4.5556	3.6397	3.9703	3.695	3.9959	4.1963	3.2554	3.9421	4.1537
Abhd2	6.813	6.2838	6.1691	5.9436	6.3536	6.5239	5.6812	5.5583	6.0708	5.9789	5.0038	6.4382
B4galt2	0	0	0.1412	0	0	0.5109	0.9521	1.1446	0	0.586	0	1.5081
Glb1l	0	0	0	0	0	1.9554	0	0	0.5282	0	0.5834	0.9537
Foxo4	4.6451	4.9237	5.2214	4.7482	4.8833	4.7588	4.6426	4.0954	4.0968	4.3156	4.7688	4.2451
Srcap	5.5436	5.8764	5.9051	6.1615	5.9923	5.8663	6.2836	6.4298	5.7157	6.3763	6.5765	6.3276
March8	4.3691	4.7848	3.1412	3.747	4.2704	3.5109	4.3201	4.688	5.0849	4.5206	4.152	5.5774
Ifitm3	2.1091	0.8793	3.7153	2.1633	1.7239	1.5109	2.6862	0.1885	1.8744	2.586	2.2253	1.9231
5730416F02Rik	0	0	0.1412	0	0	2.0958	0	0.1885	0	1.171	0	0
Gin1	3.1019	2.6867	2.7237	2.7482	2.9903	2.129	3.0799	2.1885	1.2894	3.0415	3.1995	3.83
Zbtb5	3.5945	3.3387	4.0481	3.1633	3.7679	2.0958	4.4691	4.6479	2.8744	4.2865	3.5453	3.7305
Dedd	4.4105	4.4889	3.9405	4.37	4.0607	4.4256	4.4273	3.8855	4.8296	4.2569	3.1016	3.5277
Tinagl1	0	0	0	0.1488	0.1829	0	0	0	0	0	1.9536	0
Efcab1	0	1.0299	0.9236	0	0	2.5109	0	0.1446	1.2451	0	0	0
Chst14	0.7872	0	0	0	0	0.5109	0.9666	1.7735	0	0	1.2253	0.9231
Lhx6	0	0	0.1412	0.1633	0	1.1799	0	0	0	0.586	0	1.5081
Srsf6	9.4017	8.8268	8.4514	8.5255	8.7168	8.7141	7.7787	8.1648	8.7838	8.4793	8.2139	8.9038
Usp30	0	2.4643	2.1978	1.1633	2.7485	2.0958	2.1365	2.1885	2.2894	2.1686	2.1664	1.5081
Taf1b	3.7779	3.8883	2.9485	2.7862	3.0148	2.8614	3.4691	3.7575	3.4594	2.9094	3.9101	4.18
Plekha5	5.4374	5.4914	5.1609	5.6907	5.8819	5.4918	5.9407	6.0986	6.0023	5.2064	4.7162	5.4252
Wbscr22	7.2051	7.5402	8.0345	8.0185	7.4968	7.5877	8.4818	8.2274	8.0221	7.5827	7.705	7.1567
Spnb4	3.1091	3.0492	2.4486	3.1633	2.7679	2.5109	2.5419	1.1885	3.0968	1.5788	2.4185	2.6584
Hadhb	3.9547	4.4715	4.7231	4.4082	4.5041	4.9703	4.7371	5.4345	4.9287	4.3757	5.0309	4.8377
Nmt1	9.3214	8.7354	8.8392	8.7896	9.0042	9.4166	7.6444	8.2837	9.1637	8.3819	7.7645	8.7986
Ranbp9	5.014	5.76	5.3488	5.1429	5.3151	3.7141	4.8832	5.4307	4.9943	5.2981	4.7545	5.2523
Chac2	2.3721	2.8793	3.4631	2.7482	3.5048	0.5109	2.8411	1.7735	3.4594	2.586	3.3352	2.7305
Chmp1b	4.2466	4.2012	3.1412	3.1633	3.6423	2.8328	3.4691	3.7735	3.0968	3.6013	3.5472	2.9231
Lrrn3	4.5945	3.0492	3.9485	3.3332	2.9903	3.3182	3.774	4.1885	5.1963	4.7955	3.4477	3.9231
Zfp938	4.7231	4.8793	3.2655	4.6868	4.8999	4.0801	5.0481	4.6842	5.0859	4.6243	4.6956	4.9437
Parp11	2.9571	1.8204	1.8102	2.1633	2.4032	0.5109	2.189	1.1885	1.2603	0.586	2.7141	1.5081
Pomgnt1	6.1002	5.5412	5.1825	5.3069	5.5732	6.1521	4.2594	5.2011	5.4142	5.3595	4.2361	5.8494
Gm5901	0	0.9634	0	0.3268	0.1829	0	0	0.7735	0	1.9893	0	0.9231
Rnf214	2.3552	1.4643	3.3705	2.4736	2.709	2.0958	2.7917	3.2503	3.0968	3.0454	1.1422	3.0931
Ptgr2	4.542	4.4607	4.4793	5.0292	5.1296	5.2716	4.4678	3.5104	4.7476	4.3913	4.5945	4.5973
1700013N18Rik	0.7872	1.8793	0	0.1633	0.1829	1.5109	0.9666	1.7735	1.8744	1.171	0	0
Crb2	0	0	0	0.1633	0	1.5109	0	0	0	0	1.0244	0.9231
Brca2	8.3355	8.2708	8.0357	7.7638	8.0425	8.2404	7.839	8.1856	8.0771	7.6292	7.4979	7.5674
Nol9	7.0303	6.7775	6.7785	6.5319	6.0859	6.7474	6.4297	6.3157	5.8938	6.7597	6.7829	6.5756
Usp21	1.5009	2.5278	1.7781	2.7482	0	2.9438	2.4691	2.5918	2.6927	2.3472	1.8699	3.3483
Mthfd2	5.0981	4.8666	5.3451	4.678	4.5027	4.1824	4.7719	4.4364	4.6114	5.0116	5.0605	4.376
Bambi	5.1447	4.1272	4.0481	4.8637	5.1371	5.2658	4.4657	4.8845	5.0906	4.444	4.6847	4.7781
Stradb	1.3182	0	2.4394	2.1633	0.1829	0.4369	2.0347	1.1885	1.2894	0.586	1.2253	0
Ppm1l	2.7872	2.8793	2.1412	1.1633	2.6024	2.0958	2.3817	2.9917	2.2894	2.586	2.2253	2.2451
Atp5g3	8.2222	7.3593	7.5721	7.5127	7.6114	7.8592	6.7965	7.654	7.8779	7.1113	6.3999	7.697
Gm4617	9.6136	8.8829	8.719	8.8069	8.7303	8.884	8.0439	8.5284	8.835	8.3667	8.3154	8.5881
Mrpl3	4.6722	4.655	4.1111	3.3171	3.7289	4.4473	4.3989	4.1966	4.2804	4.2759	4.7103	3.7499
Whsc2	2.732	2.6867	2.1412	2.4852	2.9903	2.8328	0.9276	1.8254	2.8623	2.8001	2.2108	2.4858
Atp1b2	0	0.8793	0.1412	0	0.1829	0	1.7208	0.0365	1.2078	0	0.6403	0
Gm11675	6.1795	6.6472	6.9356	6.572	6.5405	6.2658	6.1498	6.0209	5.647	6.3275	6.7381	5.7811
Arl4a	6.4454	6.2716	6.3111	7.2401	6.8123	6.9203	6.3307	7.1657	7.4694	6.1252	6.3027	6.6913
Mudeng	4.4661	4.2227	4.9126	4.3557	4.3632	4.0672	5.4194	5.1358	4.9907	5.1535	5.4894	4.7308
Grb2	5.62	4.9651	5.2647	4.2423	4.7601	4.9032	5.0407	4.5753	4.6114	4.2299	4.5099	5.3155
Lactb2	5.573	6.1725	6.0593	5.6175	5.8644	5.648	6.3413	6.1855	5.7652	5.3096	5.3658	5.1854
A630089N07Rik	6.7161	6.4792	6.5828	6.7734	6.7605	6.9164	6.5196	6.301	7.0576	7.1735	7.1236	7.4248
Abcb6	3.6757	3.7687	3.3047	3.4809	3.1684	3.6533	3.3516	1.9327	4.0798	3.383	1.9622	3.4604
Wdr45	3.8746	3.6148	4.7261	5.0118	4.5012	4.6459	3.9786	2.9959	4.1896	3.8825	3.7173	3.0834
Dbndd1	1.7872	0	2.7261	1.1633	0	1.5109	1.3817	1.1885	0	0.1901	0.6403	2.9375
Pak1ip1	5.6038	5.1616	5.5384	5.6539	5.2851	5.692	5.0812	5.0824	4.1973	5.3298	5.1472	4.7736
Gm8388	4.2466	3.3374	3.6006	2.9706	2.6105	4.0958	3.5562	3.3964	2.2894	4.0454	4.4973	3.4996
Snrpd3	4.6124	4.2108	4.1715	4.0312	3.5807	3.4404	3.937	4.3366	4.2984	4.4486	4.2846	4.0029
Ptpn20	0	0	0	0	0	1.7614	0	0.9455	0.9965	0.3851	0	0
Ufsp2	2.7708	2.457	3.4266	2.4852	2.7165	1.5109	3.0665	2.9625	2.1294	2.171	3.0367	2.83
Aox1	0.7872	0	0.1412	0	1.3592	1.5109	0	0.1885	1.8105	0.586	0	0
Cog2	3.9651	3.3387	3.7261	4.7536	3.9141	4.3037	4.5391	4.2434	3.284	4.335	4.0286	3.9013
Eaf1	5.542	5.8506	5.785	5.7021	5.6242	5.9106	5.4293	5.3476	4.4594	5.9847	6.0504	6.208
Ctage5	6.5184	6.8861	6.7961	7.6174	7.023	6.8998	7.72	7.4121	7.0094	6.7425	6.708	5.9231
B3galt6	4.1011	4.2716	4.3111	4.4112	4.0898	4.3182	3.3817	3.5104	3.8512	4.6654	4.9257	4.1711
Gm6533	3.4876	3.5798	3.4631	4.2507	4.1829	2.7527	4.8735	4.1371	3.4594	4.0766	3.7278	3.4765
Ppdpf	2.9571	2.4351	4.0481	3.4852	2.5048	1.5109	2.9497	3.6479	3.0968	2.8048	3.5472	2.7305
